feature,avg_correlation,max_correlation,n_correlations,corr_score,is_target
Irganox 259,0.3666689075630252,0.46545018007202876,25,1.1946426983312113,False
PG (5:0/18:1),0.3758797432016285,0.49147659063625443,23,1.1945660576321375,False
"N-{[(2R,4S,5R)-5-Ethyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}-2-furamide",0.35841714463563207,0.4532533013205282,27,1.1943192258789714,False
"1,7-Bis(4-hydroxyphenyl)-3,5-heptanediol",0.35113466076085603,0.5464105642256902,29,1.1942782887906527,False
3-Coumaric acid,0.35838157485216293,0.4417286914765906,27,1.1942007000860697,False
2-Ethylhexanoic acid,0.3756417349548515,0.5317166866746699,23,1.1938096546118135,False
Benzylsuccinic acid,0.3544503515691991,0.4753421368547419,28,1.1935391907762039,False
L-Kynurenine,0.350747195429896,0.43923169267707085,29,1.1929604427215066,False
Biocytin,0.3579689653639233,0.48331332533013205,27,1.1928258008884165,False
Glycerophospho-N-palmitoyl ethanolamine,0.36558559423769504,0.5275870348139255,25,1.1911131589363606,False
"2-{2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propan-2-yl acetate",0.36985594237695074,0.5510204081632653,24,1.190520351601013,False
"20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid",0.36976790716286506,0.47707082833133246,24,1.1902369771786554,False
N1-(4-chlorophenyl)-3-(1H-pyrrol-1-ylmethyl)piperidine-1-carboxamide,0.3609234463015976,0.4787995198079231,26,1.1895448001261393,False
N'1-acetyl-3-nitrobenzene-1-carbohydrazide,0.36488643457382947,0.4454741896758703,25,1.1888352292559958,False
3-(2-Naphthyl)-D-Alanine,0.37394644814447514,0.549483793517407,23,1.1884219418705586,False
PC (18:2/18:3),0.3737961271465107,0.46468187274909956,23,1.1879442136471963,False
"2-(4,4-diphenyl-1-piperidinobuta-1,3-dienyl)phenyl acetate",0.35636476812947393,0.4635294117647058,27,1.1874802876285737,False
Rhoifolin,0.3602253208975898,0.46583433373349337,26,1.1872438926825162,False
(±)11(12)-DiHET,0.36422953181272505,0.476782713085234,25,1.1866949766442247,False
N-Phenyl-5-(4-(trifluoromethyl)phenyl)oxazol-2-amine,0.3784088180726837,0.4739975990396158,22,1.1864986603234855,False
6-Methoxyquinoline N-oxide,0.3556676003734828,0.44758703481392553,27,1.1851571820877114,False
GMK,0.35182644486365977,0.4585354141656662,28,1.1847037206683677,False
2-(2-hydroxy-3-methylbutanamido)-4-methylpentanoic acid,0.36787114845938373,0.5103961584633854,24,1.1841315464424111,False
"2-[2-(1-adamantylmethylidene)hydrazono]-5-methyl-1,3-thiazolan-4-one",0.3632921968787515,0.4800480192076831,25,1.183641048940879,False
KNH,0.37234719974946495,0.5222088835534213,23,1.1833394443831187,False
ethyl 3-[(1-benzyl-4-piperidyl)amino]-2-cyanoacrylate,0.3550949268596328,0.4556542617046819,27,1.1832489168220024,False
"4-(2-methoxyphenyl)-1-(3-phenyl-1,2,4-thiadiazol-5-yl)piperidine",0.3631423769507803,0.5376710684273709,25,1.1831529211522294,False
Solanine,0.3672989195678271,0.4722689075630252,24,1.1822896126970883,False
LDGTS 18:1,0.3628388955582233,0.5740696278511405,25,1.1821641494777855,False
8-Hydroxyquinoline,0.38208883553421363,0.5193277310924369,21,1.181052811590498,False
Anserine,0.3713784644292498,0.49589435774309715,23,1.1802607513881158,False
1-(3-methoxy-2-nitrostyryl)pyrrolidine,0.36180552220888346,0.4592076830732293,25,1.1787973193458177,False
"methyl 2-[(2-acetyl-3-oxobut-1-enyl)amino]-3,4,5-trimethoxybenzoate",0.3534871726468365,0.5409363745498199,27,1.1778915509828696,False
8-Iso-15-keto-prostaglandin-F2β,0.36077599039615843,0.46045618247298914,25,1.1754430053109952,False
17beta-Trenbolone,0.3651180472188875,0.5414165666266506,24,1.1752696554159632,False
1-Stearoylglycerol,0.3526370548219288,0.4842737094837935,27,1.1750587845325318,False
4-Hydroxytamoxifen,0.35641333456459506,0.47102040816326524,26,1.1746802075935274,False
"2,4-diaziran-1-yl-6-(1-phenyl-1H-pyrrol-2-yl)-1,3,5-triazine",0.36013061224489795,0.5034813925570227,25,1.173340300990659,False
2-(3-methylbenzoyl)benzoic acid,0.3640576230492196,0.48244897959183675,24,1.1718562816921132,False
"4-(3,4-dihydro-2H-1,5-benzodioxepin-7-ylamino)-4-oxobutanoic acid",0.37351085888901014,0.47409363745498195,22,1.1711411376332201,False
"6-(4-methoxyphenyl)pyrimidine-2,4-diamine",0.35122493441821173,0.48667466986794716,27,1.1703533105543553,False
1-morpholino-3-(4-nitrophenoxy)propan-2-ol,0.3732009167303285,0.5704201680672268,22,1.1701693157874014,False
"13,14-dihydro-15-keto-PGD2",0.3634453781512605,0.5600480192076831,24,1.1698855413911737,False
Hematoxylin,0.3589435774309724,0.5156782713085234,25,1.169472826972897,False
2'-Deoxyinosine 5'-monophosphate,0.33717073926344726,0.4792797118847539,31,1.1685447364388546,False
Cinnamyl alcohol,0.3545036476128913,0.4493157262905162,26,1.1683861909355748,False
2-Hydroxymyristic acid,0.36757450806409514,0.539015606242497,23,1.1681715732913593,False
N-[5-(tert-butyl)-3-isoxazolyl]-N'-[2-(trifluoromethoxy)phenyl]urea,0.3777762533584862,0.5296998799519808,21,1.1677224370017278,False
FKK,0.35410471881060107,0.5635054021608643,26,1.1670713866820757,False
Kahweol,0.3540012928248222,0.4996398559423769,26,1.1667305115052427,False
"7-Hydroxy-3,4-dihydrocarbostyril",0.38312124849939977,0.5147178871548619,20,1.166421237425034,False
D-Ala-D-Ala,0.36231692677070826,0.47515006002400956,24,1.166253196522775,False
LPE 15:1,0.37169485976208666,0.49320528211284514,22,1.165447082874619,False
2-Hydroxy-4-methylthiobutanoic acid,0.349670534880619,0.4460504201680672,27,1.1651737334045746,False
SM (d21:0/12:0),0.35753757503001204,0.4551740696278511,25,1.1648919354178782,False
"4,7,8-trimethoxyfuro[2,3-b]quinoline",0.3714503983411546,0.5345978391356542,22,1.164680575503269,False
N'-[4-(tert-butyl)phenyl]-N-cyclohexyl-N-methylurea,0.36640116916331744,0.4510444177671068,23,1.1644426391034466,False
N1-phenyl-2-(2-phenylacetyl)hydrazine-1-carbothioamide,0.3493753056778267,0.47466986794717886,27,1.1641899693234947,False
2-Hydroxyphenylalanine,0.36163665466186473,0.5001200480192077,24,1.1640634850772864,False
Flavin mononucleotide (FMN),0.35697671068427367,0.4325090036014405,25,1.1630645852347283,False
R-1 Methanandamide phosphate,0.3567078031212485,0.5176950780312125,25,1.1621884584345883,False
"(2R)-2,3-Dihydroxypropanoic acid",0.365361448927397,0.4896518607442977,23,1.1611383522251895,False
12-Hydroxydodecanoic acid,0.37008403361344533,0.5106842737094838,22,1.1603963468026868,False
4-(pentyloxy)benzene-1-carbohydrazide,0.35186628497552863,0.5204801920768307,26,1.1596938739263325,False
FAHFA (6:0/24:2),0.36006802721088427,0.464297719087635,24,1.1590142680971007,False
"(+/-)-CP 47,497-C8-homolog-d7",0.3695601877114483,0.6884513805522209,22,1.158753831006937,False
Jasmonic acid,0.37487223460812896,0.5313325330132053,21,1.1587459917590253,False
3-hydroxy-2-(3-nitro-4-piperidinobenzyl)propanenitrile,0.3695427261813817,0.5061704681872748,22,1.1586990804804118,False
Arachidonic acid,0.35994797919167665,0.4928211284513805,24,1.1586278484302501,False
N-(1-benzyl-4-piperidinyl)-4-(1H-pyrazol-1-yl)benzamide,0.3475932595260326,0.4516206482593037,27,1.158251827099146,False
"1,7-bis(4-hydroxyphenyl)-5-methoxyheptan-3-one",0.37463442519865087,0.5085714285714286,21,1.1580109127785203,False
Tramadol N-Oxide,0.37463442519865087,0.5020408163265306,21,1.1580109127785203,False
Verrucarol,0.3692546109352833,0.44998799519807914,22,1.1577956967927492,False
1-Palmitoylglycerol,0.3743371634368032,0.49435774309723884,21,1.157092064052889,False
Veratrole,0.3742548447950609,0.6020168067226891,21,1.1568376136365608,False
PC (18:3e/6:0),0.34347453267021094,0.4523889555822329,28,1.1565803615669543,False
N1-[2-oxo-6-(1H-pyrrol-1-yl)-2H-chromen-3-yl]acetamide,0.3592597038815526,0.5254741896758703,24,1.1564123756736382,False
Epitestosterone glucuronide,0.35083941268815216,0.4681392557022809,26,1.1563094703849188,False
RNK,0.37393014348596576,0.5258583433373349,21,1.1558339481054867,False
LPI 16:1,0.3589835934373749,0.4560384153661464,24,1.155523610439881,False
Fumaric acid,0.3546218487394958,0.43039615846338536,25,1.155392217684929,False
N-Formylkynurenine,0.39236494597839133,0.5675390156062424,18,1.1552946409973102,False
RQH,0.37372892013948433,0.5522689075630253,21,1.1552119581989058,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella xylaniphila,0.33629451780712283,0.4537334933973589,30,1.154831071088162,False
6-Methylquinoline,0.3792220888355342,0.5242256902761104,20,1.1545501583401292,False
PC (18:0e/4:0),0.35867947178871545,0.47716686674669867,24,1.154544680617192,False
(2E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide,0.33931531233182927,0.41272509003601443,29,1.1540783518608941,False
Alanyltyrosine,0.3537575030012004,0.467563025210084,25,1.152576095827335,False
Glycyl-L-leucine,0.3579391756702681,0.48667466986794716,24,1.152161759338278,False
LPE 17:0,0.3725764591550905,0.5268187274909963,21,1.1516496523703055,False
17α-Hydroxyprogesterone,0.35346938775510206,0.5289315726290517,25,1.1516373885414708,False
FAHFA (4:0/26:2),0.36213789863771595,0.549483793517407,23,1.1508937358797493,False
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. oral taxon 414,0.33513565426170466,0.47361344537815125,30,1.1508515485014517,False
Vindoline,0.3669758812615955,0.5270108043217286,22,1.150650753081235,False
1-Methylxanthine,0.3721191333676328,0.5238415366146458,21,1.150236038946258,False
Citrinin,0.3530084033613445,0.4431692677070828,25,1.1501354568840874,False
"4-[4-(methoxymethyl)-6-piperidinopyrimidin-2-yl]-2-methyl-1,3-thiazole",0.3449006269174336,0.410516206482593,27,1.1492794245765277,False
FAHFA (7:0/24:4),0.377406962785114,0.49234093637454973,20,1.1490239663523285,False
15-Keto prostaglandin A1,0.3664389392120484,0.5432412965186074,22,1.148967174390591,False
"4-(3,4-dimethoxyphenyl)-3-methyl-1H-pyrazol-5-amine",0.3568227290916366,0.5001200480192077,24,1.1485680564365641,False
Catechin,0.3662032085561497,0.6100840336134454,22,1.1482280422825035,False
"3b,7b-Dihydroxy-5-androsten-17-one",0.3660504201680672,0.4422088835534213,22,1.1477489751754097,False
(+)-Evodiamine,0.3763601440576231,0.5065546218487395,20,1.1458369032482534,False
Testosterone undecanoate,0.37059623849539813,0.553421368547419,21,1.145528706244179,False
"4,7-dimethylpyrazolo[5,1-c][1,2,4]triazine-3-carbonitrile",0.36526901669758816,0.4929171668667467,22,1.1452988891134157,False
"13,14-Dihydro-19(R)-hydroxy prostaglandin E1",0.3651904398122886,0.5684993997599038,22,1.145052511744053,False
"1,3-dipyridin-3-ylpropane-1,3-dione",0.37042245469616414,0.5618727490996398,21,1.144991533143041,False
Medroxyprogesterone,0.365111862926989,0.4575750300120048,22,1.1448061343746905,False
L-Hydroxylysine,0.37589915966386545,0.5884753901560623,20,1.1444334259180178,False
2-Phenylpropionic acid,0.35970353358734797,0.4678511404561824,23,1.1431571927069621,False
11-Epiprostaglandin E1,0.350768787515006,0.40897959183673466,25,1.142838572248634,False
Triptolide,0.34666912919013765,0.41032412965186077,26,1.142564896290473,False
Styrene,0.35493397358943574,0.44288115246098436,24,1.142488387011443,False
"3-pentadecyl-4,5,6,7-tetrahydrobenzo[d]isoxazol-4-one oxime",0.38784046952114176,0.4791836734693878,18,1.1419725961562635,False
Cefradine,0.36938432515863484,0.4889795918367347,21,1.1417826306704526,False
"3,6-dibenzyl-1,2-dihydro-1,2,4,5-tetraazine",0.3692013948436517,0.5663865546218487,21,1.1412171853008335,False
"1,4-Dihydro-1-Methyl-4-Oxo-3-Pyridinecarboxamide",0.38033487079042133,0.5128931572629052,19,1.1393814471848522,False
LSD-d3,0.3584884388538024,0.4258823529411764,23,1.139295556234782,False
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter sp. H121,0.3456496444731739,0.4927250900360144,26,1.139204840975976,False
LPG 18:1,0.34960096038415367,0.45680672268907563,25,1.1390336787165964,False
Homogentisic Acid,0.368483393357343,0.47649459783913567,21,1.1389978122250788,False
LPS 18:0,0.3738583433373349,0.4627611044417767,20,1.1382201148206235,False
2-{2-[(1-methyl-1H-pyrazol-5-yl)amino]-2-oxoethoxy}acetic acid,0.3679986280226376,0.4724609843937575,21,1.137499381995588,False
"5-methyl-3-(3,4,5-trimethoxyphenyl)-1,2,4-oxadiazole",0.3488518607442977,0.4076350540216086,25,1.1365930397733486,False
P-Coumaroyl Agmatine,0.37331092436974783,0.5400720288115246,20,1.1365534854909691,False
3-methyl-2-[(phenylsulfonyl)amino]butanoic acid,0.3731812725090036,0.5464105642256902,20,1.1361587574918408,False
5-S-cysteinyldopa,0.35281712685074024,0.47889555822328933,24,1.135674520219305,False
N-[3-(tert-butyl)phenyl]thiomorpholine-4-carbothioamide,0.37271548619447775,0.554093637454982,20,1.1347406606060821,False
"5,7-dihydroxy-3,8-dimethoxy-2-phenyl-4H-chromen-4-one",0.36172869147659065,0.4822569027611044,22,1.1341982198604699,False
FAHFA (18:2/17:2),0.3568098543765332,0.5186554621848739,23,1.133960924407234,False
Nitrazepam-d5,0.36621963070942665,0.5245138055222089,21,1.1320004257760425,False
4-oxododecanedioic acid,0.3513205282112845,0.45863145258103244,24,1.1308571550392303,False
tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,0.34696566626650666,0.5100120048019207,25,1.1304476360752223,False
Leucylproline,0.35556970614332684,0.5328691476590636,23,1.1300196665644933,False
Geranylgeranyl pyrophosphate,0.35988650005456724,0.43404561824729887,22,1.1284220393120812,False
2-Methoxyestradiol,0.3548306279033352,0.4607442977190876,23,1.127670836132961,False
Ureidoisobutyric Acid,0.35465107782243327,0.5078991596638656,23,1.1271002163106114,False
Methyltestosterone,0.3501360544217687,0.46122448979591835,24,1.1270444809929678,False
PC (9:0/9:0),0.3701128451380552,0.432124849939976,20,1.1268168615124636,False
N6-(2-furylmethyl)-9H-purin-6-amine,0.3544673521582546,0.49224489795918364,23,1.1265163262598352,False
UMP,0.36421654376036133,0.5224009603841536,21,1.1258087989787138,False
"N-(1,1-Dioxotetrahydro-1H-1λ6-thiophen-3-yl)-4-methoxybenzamide",0.358642366037324,0.5280672268907564,22,1.1245210642971744,False
Inosine 5'-Monophosphate,0.3635717144000457,0.4503721488595438,21,1.1238156040508063,False
"5-amino-1-(4-chlorobenzyl)-1H-1,2,3-triazole-4-carboxamide",0.35832805849612565,0.45258103241296516,22,1.123535554819724,False
Milbemycin A4 oxime,0.34869947979191673,0.47975990396158463,24,1.1224203256463183,False
2-Arachidonoyl glycerol,0.363091522323215,0.48686674669867946,21,1.1223313099555563,False
Benzoylecgonine,0.3404229384061317,0.4888835534213685,26,1.1219784704324498,False
2-(acetylamino)-3-[4-(acetylamino)phenyl]acrylic acid,0.3684417767106843,0.5215366146458583,20,1.1217292561903616,False
Meperidine-d5,0.35775182800392885,0.4792797118847539,22,1.1217287874443989,False
6β-Oxycodol N-oxide,0.3628537129137369,0.4973349339735894,21,1.1215962309750513,False
β-Estradiol,0.3879923734199562,0.55015606242497,17,1.1214421984121439,False
3-(4-Hydroxyphenyl)propionic acid,0.36826890756302516,0.5233613445378151,20,1.1212029521915232,False
LPG 19:1,0.3626799291145029,0.44912364945978384,21,1.1210590578739132,False
N1-isopropyl-2-(1H-2-pyrrolylcarbonyl)-1-hydrazinecarboxamide,0.36262962327788256,0.4648739495798319,21,1.1209035603972681,False
Physostigmine,0.3526885536823425,0.481968787515006,23,1.1208632089500457,False
3-Hydroxylidocaine,0.3625473046361402,0.4950300120048019,21,1.1206491099809397,False
DL-Tryptophan,0.3516989404457435,0.42953181272509,23,1.1177181648129093,False
"4-(1-adamantyl)-2-methyl-1,3-thiazole",0.3516154287802077,0.4272268907563025,23,1.1174527602443745,False
Kinetin,0.35629379024337,0.46823529411764697,22,1.1171571184795603,False
"N-(2-chloro-6-methylphenyl)-N'-(1,2-diphenylethyl)thiourea",0.3613948436517464,0.4979111644657863,21,1.1170868041523392,False
RPK,0.35600130961475485,0.4909003601440575,22,1.1162400471602663,False
"16-Heptadecyne-1,2,4-triol",0.3467426970788315,0.47447779111644656,24,1.1161216850766482,False
"5,6-Dihydroxyindole-2-Carboxylic Acid",0.36107928885840057,0.498391356542617,21,1.1161114108897465,False
N-Acetylsphingosine,0.3857326459995763,0.5578391356542617,17,1.1149107460957344,False
diethyl 2-[(4-benzhydrylpiperidino)methylidene]malonate,0.3555604059805741,0.511452581032413,22,1.1148575963655103,False
Indole-3-acrylic acid,0.3507886632914035,0.4284753901560624,23,1.1148252550158808,False
"17β-Hydroxy-androstano[3,2-c]isoxazole",0.3660600240096038,0.46304921968787516,20,1.1144779566508136,False
LPS 15:1,0.3554294445050747,0.48926770708283307,22,1.1144469674165725,False
Epigallocatechin gallate,0.34617446978791516,0.4391356542617047,24,1.1142926319868873,False
DAG (16:1/18:2),0.35518061770162607,0.4880192076830732,22,1.1136667724135911,False
RPH,0.36008231864174245,0.5458343337334933,21,1.1130297336253225,False
Leukotriene B4 Ethanolamide,0.3600823186417424,0.44854741896758704,21,1.1130297336253223,False
Avobenzone,0.4012581032412965,0.47553421368547416,15,1.1125236917541446,False
3-[3-(beta-D-Glucopyranosyloxy)-2-hydroxyphenyl]propanoic acid,0.3548139255702281,0.4454741896758703,22,1.112517011356566,False
"15-Deoxy-δ12,14 -Prostaglandin J2",0.3652917166866746,0.44451380552220887,20,1.1121388277670885,False
"1-(4-methyl-2-pyridyl)pyrrolidine-2,5-dione",0.36516206482593033,0.4738055222088835,20,1.11174409976796,False
"N1-{4-methyl-2-[(3,4,5-trimethoxybenzylidene)amino]phenyl}acetamide",0.35962041959640995,0.4635294117647058,21,1.1116019840670341,False
Propylparaben,0.36508523409363747,0.5162545018007203,20,1.1115101868795876,False
LPE 16:0,0.3592637054821929,0.4237695078031212,21,1.110499365596277,False
"(1α,2α,3β,5ξ,9ξ,18ξ)-1,2,3,19-Tetrahydroxyurs-12-en-28-oic acid",0.37695611577964516,0.48081632653061224,18,1.1099242807367649,False
Oxymorphone,0.3645138055222089,0.4794717887154862,20,1.1097704597723173,False
"2-[(7-methyl-2,3-dihydro-1H-inden-4-yl)oxy]pyridin-3-amine",0.3703670942061034,0.47351740696278505,19,1.1095206571756353,False
LPC 22:1,0.3538229837389501,0.5057863145258102,22,1.1094099189762716,False
1-Caffeoylquinic Acid,0.3444177671068427,0.47707082833133246,24,1.108638024195302,False
ACar 11:0,0.35863259589550106,0.5148139255702281,21,1.1085485790710912,False
"2,5-Dimethylphenol",0.353543599257885,0.4565186074429772,22,1.1085339105518717,False
N-Oleoyl Glycine,0.35860058309037895,0.46266506602641055,21,1.1084496261314076,False
LPC 20:3,0.35846795861201625,0.45882352941176463,21,1.108039678238434,False
Acetyl-N-formyl-5-methoxykynurenamine,0.3584542388383925,0.45863145258103244,21,1.1079972698357126,False
Taurochenodeoxycholic acid,0.3583170411021551,0.4064825930372149,21,1.107573185808498,False
Terephthalic Acid,0.3439575830332133,0.38775510204081626,24,1.107156748805707,False
2-deoxyglucose-6-phosphate,0.3530590417985376,0.4829291716686674,22,1.1070145834408025,False
Prostaglandin F1α,0.35806551191905334,0.44336134453781506,21,1.106795698425272,False
gamma-Glutamylglutamic acid,0.35290188802793837,0.46103241296518604,22,1.1065218287020773,False
"2,6-dimethoxy-N-(1-methyl-1H-pyrazol-5-yl)benzamide",0.34357743097238896,0.44086434573829525,24,1.1059330865273458,False
FAHFA (18:2/3:0),0.35270544581468954,0.4442256902761105,22,1.1059058852786712,False
MGMG (18:2),0.36901750173753706,0.46496998799519806,19,1.1054776394614056,False
N1-Acetylspermine,0.3630060024009603,0.4678511404561824,20,1.1051799193380065,False
"N3,N4-Dimethyl-L-arginine",0.34769873166657966,0.44153661464585836,23,1.105005285980096,False
Nonanoic acid,0.3476486246672582,0.466890756302521,23,1.1048460432389753,False
Tetrahydrocorticosterone,0.37513138588768835,0.44816326530612244,18,1.1045514749164371,False
"7-(4-methylpiperazino)pyrimido[4,5-d]pyrimidine-2,4(1H,3H)-dithione",0.3686434573829532,0.5080912364945978,19,1.1043571027166381,False
L-Glutamic acid monosodium salt,0.3750193410697612,0.49935174069627847,18,1.1042215657871188,False
"D-Glucosyl-beta-1,1-N-palmitoyl-D-erythro-sphingosine",0.34300920368147264,0.40312124849939973,24,1.104104033437585,False
N1-methyl-5-methoxy-2-({2-[(methylamino)carbonyl]phenyl}thio)benzamide,0.3624969987995198,0.5230732292917167,20,1.1036302464525387,False
Dihydrokawain,0.3519546000218269,0.52797118847539,22,1.1035516126380955,False
Salicylic acid,0.351941503874277,0.45123649459783916,22,1.1035105497432018,False
L-Carnitine,0.34702646275901666,0.4679471788715486,23,1.1028687792033915,False
"(5ξ,9ξ,16ξ)-17-Hydroxykauran-19-oic acid",0.3567667066826731,0.5630252100840337,21,1.1027810363009765,False
"5-hydroxy-6,7-dimethoxy-2-phenyl-4H-chromen-4-one",0.368047008276995,0.6201680672268908,19,1.1025703008803867,False
Glu-Gln,0.38909363745498193,0.6209363745498199,16,1.1023852857248264,False
Pantothenic acid,0.3743417366946778,0.4552701080432172,18,1.1022264010526694,False
Acetylcholine,0.3467926300955164,0.507611044417767,23,1.1021256464114944,False
Prolylglycine,0.3466673625972128,0.42521008403361343,23,1.1017275395586923,False
ARH,0.3562727948322186,0.5456422569027611,21,1.101254333803005,False
DKK,0.3420288115246098,0.42857142857142855,24,1.1009482728249687,False
Coenzyme Q2,0.3561584633853541,0.5457382953181272,21,1.100900930446993,False
"15(R),19(R)-hydroxy Prostaglandin E1",0.3807612456747404,0.560720288115246,17,1.1005415509996328,False
methyl 2-[(2-acetyl-3-oxo-1-butenyl)amino]acetate,0.3462372775197035,0.4426890756302521,23,1.1003607060307385,False
"1-(1,8-dihydroxy-3,6-dimethyl-2-naphthyl)ethan-1-one",0.3559663865546219,0.4941656662665066,21,1.1003072128088933,False
Melatonin,0.34613706352106055,0.40388955582232894,23,1.1000422205484968,False
L-Tyrosine methyl ester,0.3612773109243697,0.45296518607442976,20,1.099916879349625,False
"2,6-Dihydroxypurine",0.34609113210501585,0.47985594237695073,23,1.0998962480358025,False
"indole-5,6-quinone",0.3882112845138055,0.5356542617046819,16,1.099885391597718,False
1-Methyladenosine,0.3556782713085235,0.4526770708283313,21,1.0994166363517432,False
QKK,0.35053585070391785,0.4293397358943577,22,1.0991031323579383,False
Dextromethorphan hydrobromide,0.3609699879951981,0.46458583433373346,20,1.0989812277961353,False
PC (18:4e/2:0),0.3554496084147945,0.44720288115246093,21,1.098709829639719,False
Pilocarpine,0.3456610470275066,0.43279711884753896,23,1.0985294145078488,False
"2-(14,15-Epoxyeicosatrienoyl) glycerol",0.3604081632653061,0.4676590636254501,20,1.0972707397999113,False
Simvastatin,0.3603889555822328,0.43759903961584634,20,1.0972122615778177,False
Tryptamine,0.3602929171668667,0.49157262905162064,20,1.0969198704673522,False
DL-4-Hydroxyphenyllactic acid,0.3450347095359883,0.4593037214885954,23,1.0965388802438385,False
β-Estradiol-17β-glucuronide,0.37898171033119127,0.5853061224489795,17,1.0953980323004604,False
LysoPE 18:0,0.3719834600506869,0.4582472989195678,18,1.0952825993784447,False
5-Hydroxymethyl-2-furancarboxylic acid,0.3597454981992797,0.4584393757503001,20,1.0952532411376983,False
Thiamine,0.3596158463385354,0.48168067226890754,20,1.0948585131385697,False
LPS 14:0,0.3654337524483477,0.4712124849939976,19,1.0947416860554549,False
4-[2-(5-bromo-2-thienyl)-4-pyrimidinyl]benzamide,0.3444376011274075,0.41080432172869147,23,1.0946412375788153,False
L-Dopa,0.3540593380209226,0.43366146458583427,21,1.0944124448306138,False
C-8 Ceramide-1-phosphate,0.3539632996055565,0.4553661464585834,21,1.0941155860115641,False
TNH,0.34417036379769295,0.4460504201680672,23,1.093791942959504,False
Isorhapontigenin,0.3592316926770708,0.4455702280912364,20,1.093688948696707,False
ATP,0.33925970388155263,0.41589435774309724,24,1.0920348591762743,False
Carvone,0.37769366570157475,0.5274909963985595,17,1.091675104480107,False
(+/-)13-HODE,0.34349809489013,0.4377911164465786,23,1.0916554361827997,False
Lauric acid ethyl ester,0.3386674669867947,0.3960144057623049,24,1.0901285221531427,False
"16-(Hexopyranosyloxy)-7-hydroxy-8,9-epoxypimaran-18-oic acid",0.35262333504830495,0.40408163265306113,21,1.089973698679104,False
Homocysteic acid,0.34751937138491756,0.4125330132052821,22,1.089644978900743,False
Taurocholic acid sodium salt hydrate,0.37002000800320123,0.5159663865546219,18,1.089501334636104,False
"N'3-(3,4,5-trimethoxybenzylidene)pyridine-3-carbohydrazide",0.3768801638302379,0.5209603841536614,17,1.0893237816461994,False
"4-methoxyphenyl 3,5-dimethyl-1-phenyl-1H-pyrazole-4-carboxylate",0.3635584760219877,0.5054021608643458,19,1.0891238599431734,False
"13,14-dihydro-15-keto-tetranor Prostaglandin D2",0.35769987995198077,0.478703481392557,20,1.0890253104847802,False
"1a,1b-Dihomo prostaglandin F2α",0.36340683641877797,0.46468187274909956,19,1.088669588289889,False
Milbemectin A4,0.36967853808189943,0.5345978391356542,18,1.08849589728961,False
4-Ethoxybenzaldehyde,0.3574213685474189,0.4657382953181272,20,1.0881773762644298,False
GNK,0.35196478591436575,0.44451380552220887,21,1.0879380953484756,False
Ala-Gln,0.34694750627523735,0.4165666266506603,22,1.0878518991570492,False
FAHFA (6:0/24:1),0.3572292917166867,0.49310924369747894,20,1.087592594043499,False
AMK,0.35691236494597833,0.474765906362545,20,1.086627703378962,False
DLK,0.3568307322929172,0.5080912364945978,20,1.0863791709350663,False
10-Undecenoic acid,0.34644985266834,0.48254501800720284,22,1.086291509151086,False
LPC 16:1,0.37580114398700654,0.4455702280912364,17,1.0862050131651138,False
6-(4-phenylpiperazino)hexanoic acid hydrochloride,0.3513656891327959,0.44364945978391357,21,1.086086261762973,False
"N1-(2-chloro-6-fluorobenzyl)-3,4-dimethoxybenzene-1-sulfonamide",0.36252732672016175,0.5202881152460984,19,1.0860348127008406,False
Gatifloxacin,0.3566818727490996,0.48110444177671063,20,1.0859259647138446,False
Ureidosuccinic acid,0.35667707082833133,0.46141656662665065,20,1.0859113451583213,False
"2-phenyl-1-(2-pyridylmethyl)-1,4,5,6,7,8-hexahydroquinazoline-4-thione",0.3687608376684006,0.5179831932773109,18,1.085793784420907,False
SLK,0.362421178997915,0.47697478991596637,19,1.0857168225435416,False
PC (10:0/13:1),0.3511461727548162,0.4193517406962785,21,1.08540772731943,False
"5,8-dihydroxy-10-methyl-5,8,9,10-tetrahydro-2H-oxecin-2-one",0.3564945978391356,0.5000240096038414,20,1.0853558020484364,False
trans-10-Heptadecenoic acid,0.34138524975207474,0.43097238895558226,23,1.0849407005988712,False
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4,5-triol",0.35085805750871774,0.43673469387755093,21,1.08451715086228,False
"3-[(4-chlorobenzyl)thio]-4-methyl-5-undecyl-4H-1,2,4-triazole",0.3507620190933516,0.4440336134453781,21,1.08422029204323,False
Dl-3-Hydroxynorvaline,0.3504556108157548,0.41512605042016804,21,1.083273171049118,False
